,Unnamed: 0,path,source_text,pred_text,ref_text,ASR_BLEU,COMET,METEOR,BLASER
542,542,common_voice_es_19606108.mp3,contribuyentes incluidos charles t jackson augustus a gould entre otros,tribute contributions included charles t jackson augustus of alden among others,contributors include charles t jackson augustus a gould among others,BLEU = 27.90 54.5/40.0/22.2/12.5 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10),0.7732784152030945,0.6849868660335421,4.0886101722717285
543,543,common_voice_es_19597050.mp3,fue una bailarina actriz y cantante talentosa,was actor and sinner and sinner of tortoise,she was a talented dancer actress and singer,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),0.34316983819007874,0.125,2.2913126945495605
544,544,common_voice_es_19669892.mp3,descrita con ojos verdes cabello castaño dorado y estatura media,descriptive of virgils verdi cabello costano dorado and medius docher,she is characterized by her green eyes golden brown hair and medium height,BLEU = 3.11 10.0/5.6/3.1/1.8 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13),0.3128817677497864,0.03937007874015748,2.6002063751220703
545,545,common_voice_es_19608347.mp3,la mayoría de turistas internacionales proceden de alemania y austria,most international tourists have received from germany and austria,most international tourists come from germany and austria,BLEU = 43.17 77.8/62.5/42.9/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8),0.8978768587112427,0.854119425547997,4.471280574798584
546,546,common_voice_es_19719447.mp3,es originaria de colombia,his motive to columbia,she is from colombia,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.5863078832626343,0.0,3.6356234550476074
547,547,common_voice_es_19732364.mp3,nada realmente funcionó,nothing really worked,everything failed,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.500 hyp_len = 3 ref_len = 2),0.8690243363380432,0.0,4.666910648345947
548,548,common_voice_es_19707402.mp3,escribió libros que versan sobre los problemas limítrofes del perú,he wrote books that were written on the limited problems of prayer,he wrote books concerning perus border problems,BLEU = 13.55 33.3/18.2/10.0/5.6 (BP = 1.000 ratio = 1.714 hyp_len = 12 ref_len = 7),0.6981787085533142,0.5,3.615382194519043
549,549,common_voice_es_19179611.mp3,ideológicamente demócrata ha defendido siempre a los presidentes de este partido y sus políticas,geologically democrat he has always defended the president of this party and his politics,ideologically democrats they have always defended the presidents of this party and their politics,BLEU = 26.58 57.1/38.5/25.0/9.1 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14),0.8127142190933228,0.7046428571428572,4.089138984680176
550,550,common_voice_es_19968490.mp3,la publicación pasó sin pena ni gloria,the publication passed without pain and glory,the publication was unnoticed,BLEU = 13.13 28.6/16.7/10.0/6.2 (BP = 1.000 ratio = 1.750 hyp_len = 7 ref_len = 4),0.5147321224212646,0.43604651162790703,4.4771246910095215
551,551,common_voice_es_19682032.mp3,vida breve crítica crónica en su colección cien personajescien autores,had a brief chronic critics in their collection of characters and authors,short life chronic criticism in his one hundred characters one hundred authors collection,BLEU = 4.66 41.7/4.5/2.5/1.4 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13),0.5811838507652283,0.3962101636520241,3.6699843406677246
552,552,common_voice_es_19601700.mp3,finalmente fue archivero en simancas,finally chivalrous immaculate,there in simancas it served as an archivist,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.189 ratio = 0.375 hyp_len = 3 ref_len = 8),0.32905444502830505,0.0,2.845743417739868
553,553,common_voice_es_19746942.mp3,perteneció a diversas asociaciones culturales tanto en honduras como en otros países,he grew up in various sculptural associations as well as in other countries,she was a member of diverse cultural associations both in honduras and in other countries,BLEU = 11.20 38.5/16.7/9.1/5.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15),0.6495727300643921,0.3453453453453454,3.5115058422088623
554,554,common_voice_es_19765835.mp3,una oveja queda coja y es enviada al matadero,an old woman has a cat and is sent to the mausoleum,one sheep is lame and is sent to the slaughterhouse,BLEU = 31.70 41.7/36.4/30.0/22.2 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10),0.4967505633831024,0.4882352941176471,3.028005361557007
555,555,common_voice_es_19611803.mp3,hubo un hombre que tras contar la verdad fue llevado a la cárcel,he had a name that after the truth was led to the castle,there was a man that after telling the truth he was taken to jail,BLEU = 9.62 61.5/16.7/4.5/2.5 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.4853479564189911,0.38275629496402874,3.407766580581665
556,556,common_voice_es_19670201.mp3,actualmente está libre tras dejar su cargo de mánager general del girondins de burdeos,apparently he is free to take his charge of general manager dalzells diplomacy,nowadays he is free to leave his position as a general manager position of the girondins of bordeaux,BLEU = 16.82 61.5/33.3/18.2/10.0 (BP = 0.681 ratio = 0.722 hyp_len = 13 ref_len = 18),0.5355702042579651,0.4285714285714286,3.0734639167785645
557,557,common_voice_es_18960770.mp3,es el presente la noche de reyes,is the present the knight of rhes,it is the present the night of three kings,BLEU = 32.67 71.4/50.0/40.0/25.0 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.5834588408470154,0.5499999999999999,2.9260237216949463
558,558,common_voice_es_19639915.mp3,era jurista y canónigo de la catedral de sevilla,he was a curist and carnegie of the catarrh of seville,he was a jurist and canon of the cathedral of sevilla,BLEU = 19.08 63.6/30.0/11.1/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.5032814741134644,0.5769944341372912,3.3069231510162354
559,559,common_voice_es_19713635.mp3,estas medidas pueden solicitarse en la fase de admisibilidad o la de fondo,these media can only resist the immensity of the fund,these measures can be requested during the admissibility stage or upon the decision on substance,BLEU = 3.60 40.0/5.6/3.1/1.8 (BP = 0.607 ratio = 0.667 hyp_len = 10 ref_len = 15),0.4647296369075775,0.13793103448275862,2.968142032623291
560,560,common_voice_es_19657633.mp3,en dicho periodo cosechó cuatro derrotas y un empate,in this spirit he took the fruits of the amphitheatre,that period harvested four defeats and one draw,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8),0.3742590844631195,0.0,2.8381261825561523
561,561,common_voice_es_19667603.mp3,actualmente es profesor de la universidad de stanford,he is correctly professor of stamford university,he is currently a teacher at standford university,BLEU = 12.60 42.9/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.8291439414024353,0.3234880450070324,3.8515238761901855
562,562,common_voice_es_19637419.mp3,los computadores pueden realizar ambos controles secuenciales y de retroalimentación,computer race can realize both controls and mature a modification,computers have the function to make both things sequential and feedback controls,BLEU = 4.52 30.0/5.6/3.1/1.8 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.6745694279670715,0.1694915254237288,3.2337963581085205
563,563,common_voice_es_19135068.mp3,en otras palabras es indistinguible topológicamente del cubo unitario de dimensión infinitamente contable,in other words it is indistinguishably typically the unitary cubic dimensions infinitely constable,in other words it is topologically indistinguishable of the unit cube of infinitely countable dimension,BLEU = 26.97 53.8/33.3/27.3/20.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15),0.6890475749969482,0.5559726393059726,3.9718990325927734
564,564,common_voice_es_19644774.mp3,demóstenes aparece envejecido en tensión el rostro marcado por una profunda concentración,the emissary appears enveloping in faction the rostrum marked by profound concentration,demosthenes appears aged in tension the face characterized by a deep concentration,BLEU = 5.06 41.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.4876176416873932,0.20833333333333337,3.3116366863250732
565,565,common_voice_es_19637653.mp3,hedges está casado con la actriz canadiense eunice wong,x is married to the canadian actress genus one,hedges is married to the canadian actress eunice wong,BLEU = 58.74 66.7/62.5/57.1/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.5400285124778748,0.6651234567901234,3.359759569168091
566,566,common_voice_es_19783040.mp3,pude ser tratado por trabajo en caliente reconstruyendo la pieza nuevamente,it should be treated by work in the construction of the new piece,it may be treated for hot work reconstructing the piece again,BLEU = 8.13 46.2/8.3/4.5/2.5 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11),0.6528592705726624,0.4282069970845481,3.5140810012817383
567,567,common_voice_es_19647930.mp3,en esta ciudad culminó su educación primaria y secundaria,in this city his primary and secondary education increased,this is the city where he studied primary and secondary school,BLEU = 16.15 55.6/25.0/14.3/8.3 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11),0.7004294991493225,0.41296296296296303,4.426305294036865
568,568,common_voice_es_19603789.mp3,se alimenta de peces y caracoles,if hes on fishing caracols,it eats fish and snails,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),0.4172265827655792,0.10000000000000002,3.150491952896118
569,569,common_voice_es_19765197.mp3,incluso manifestó que a ellos tampoco les agradaba su esposa,he included a manifest that they didnt like his wife,he even affirmed that they did not like his wife either,BLEU = 18.60 60.0/33.3/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.7032113671302795,0.5160550458715595,3.621332883834839
570,570,common_voice_es_19640507.mp3,realizó sus estudios en el colegio san ignacio,he made his studies at the synagosia college,he completed his studies at san ignacio school,BLEU = 22.09 50.0/28.6/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),0.7835223078727722,0.46875,3.661160469055176
571,571,common_voice_es_19971093.mp3,fue apodado con el nombre de el divino,it was approdited with the name of el devina,he was nicknamed el divino,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.800 hyp_len = 9 ref_len = 5),0.5779466032981873,0.1851851851851852,3.3474514484405518
572,572,common_voice_es_19744818.mp3,la película recibió buenas críticas,movie receipts,the movie received good reviews from the critics,BLEU = 2.49 50.0/50.0/0.0/0.0 (BP = 0.050 ratio = 0.250 hyp_len = 2 ref_len = 8),0.5221264958381653,0.06756756756756756,3.327392101287842
573,573,common_voice_es_19597054.mp3,tienen dos hijos cecilia y gonzalo,they have two children cecilia and gonzalo,they have got two kids cecilia and gonzalo,BLEU = 27.89 85.7/50.0/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.9713521599769592,0.8757427021441488,4.585524082183838
574,574,common_voice_es_19637780.mp3,la ciudad de caracas conforma la mayor concentración urbana del país,city of caracas forms the largest suburban concentration of the country,caracas is the countrys biggest urban development,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.571 hyp_len = 11 ref_len = 7),0.8840933442115784,0.34534534534534533,4.644969463348389
575,575,common_voice_es_19739433.mp3,lo que definiría el concepto de concurso o rivalidad de compradores y vendedores,concept of concurrence or reality from praetors and vendors is defined,that would define the concept of competition or rivalry between buyers and sellers,BLEU = 7.43 36.4/10.0/5.6/3.1 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13),0.6280486583709717,0.3993055555555555,3.3235721588134766
576,576,common_voice_es_19439347.mp3,marina y sus anguilas logran encontrar al grupo y los atacan,marina and her embryos will find the group and attack them,marina and her eels manage to find the group and they attack them,BLEU = 31.53 81.8/60.0/33.3/12.5 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13),0.7288964986801147,0.6901041666666667,3.765205144882202
577,577,common_voice_es_19661827.mp3,la estructura consiste en tres arcos gemelos con el tablero apoyado sobre pilastras,the structure consists of three gamulish arches with the tables put on pilasters,the structure consists of three identical arches the board resting over pilasters,BLEU = 32.52 61.5/33.3/27.3/20.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12),0.7841228246688843,0.6198347107438016,4.092109203338623
578,578,common_voice_es_19636593.mp3,es inaceptable injustificado y muy poco acertado para lograr sus objetivos,is inaccessible justified and very poorly asserted by looking at its objectives,it is unacceptable unjustified and unfortunate for achieving its goals,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10),0.5256948471069336,0.14705882352941177,4.030661582946777
579,579,common_voice_es_19670198.mp3,juan carlos casariego se casó muy joven y de esa unión nacieron tres hijos,the colossus cassio was married very young and this union was three children,juan carlos casariego married young and from that union three children were born,BLEU = 9.67 46.2/16.7/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13),0.6607319712638855,0.3931623931623932,3.4266135692596436
580,580,common_voice_es_19687823.mp3,tras la victoria el movimiento antinuclear mexicano perdió importancia,after victory the ante nuptial messican movement lost importance,after the victory the mexican antinuclear movement lost meaning,BLEU = 14.26 55.6/25.0/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.7022169232368469,0.4955555555555556,3.6628975868225098
581,581,common_voice_es_19768670.mp3,fue parte de la comisión primera de la cámara,he was prime minister of camerons committee,they were members of the chambers main commission,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.5875603556632996,0.06329113924050632,3.6876938343048096
582,582,common_voice_es_19638441.mp3,tiene un video dirigido por roman coppola,it has a vidio directed by roman capula,they have a video directed by roman coppola,BLEU = 22.09 50.0/28.6/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),0.786823034286499,0.46875,4.0952863693237305
583,583,common_voice_es_19762402.mp3,no es característica la atrofia marcada sino moderada y secundaria al desuso,it is not characteristic of the marked trophy but moderation in secondaries,marked atrophy is not characteristic but rather moderate and secondary to lack of use,BLEU = 12.69 50.0/18.2/10.0/5.6 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14),0.5451672673225403,0.4574275362318841,3.8301451206207275
584,584,common_voice_es_19695306.mp3,la derrota fue completa y la seguridad de septimania quedó asegurada,disruption was complete and the security of saturnia continued,the defeat was overwhelming and septimania thus remained safe,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.6071513295173645,0.16666666666666666,3.5404937267303467
585,585,common_voice_es_19744069.mp3,para conseguirlo el proceso se divide en diferentes etapas,the process is divided into different stages,in order to achieve it the process is divided in different stages,BLEU = 23.93 85.7/66.7/40.0/25.0 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.8876262307167053,0.5120772946859904,4.237290859222412
586,586,common_voice_es_19121723.mp3,pertenece a la intendencia de canelones municipio de sauce,it belongs to the intendant of canons the municipality of souls,the town of sauce belongs to the municipality of canelones,BLEU = 24.38 63.6/40.0/22.2/6.2 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10),0.42724350094795227,0.6284097797534854,3.2601399421691895
587,587,common_voice_es_18407985.mp3,ivan pérez no vendrá de excursión,i am sorry you will not go to excursion,ivan pérez wont come on the expedition,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7),0.5725181698799133,0.0,3.1004908084869385
588,588,common_voice_es_19659632.mp3,en australia y nueva zelanda son marcas populares sara lee o betty crocker,australia and new zealand are popular marcus aurelius betty crocker,in australia and new zealand sara lee and betty croker are popular brands,BLEU = 24.05 70.0/44.4/25.0/14.3 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13),0.6584925651550293,0.45074722802506817,3.8255579471588135
589,589,common_voice_es_20066179.mp3,al final de la temporada fue seleccionado al equipo allrookie de baseball america,at the end of the season he was selected as the orochy team of baseball america,at the end of the season was selected the all rookie team to baseball america,BLEU = 38.98 75.0/46.7/28.6/23.1 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15),0.7644839882850647,0.7158296541574688,4.095046043395996
590,590,common_voice_es_18308859.mp3,te veo muy arreglada  ¿ has quedado con alguien ,do you think its very dangerous to have it without a gun,i see you very well dressed are you going to see anyone,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.4205709993839264,0.16666666666666666,2.684356689453125
591,591,common_voice_es_19699017.mp3,el arte de la portada fue realizado por dennis dread,the arch of the door was made by denis,dennis dread designed the cover art,BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.500 hyp_len = 9 ref_len = 6),0.5549476742744446,0.07936507936507937,3.3866989612579346
592,592,common_voice_es_19669602.mp3,al circuito de assen se le considerada la catedral del motociclismo,the motto cyclos cathedral is considered the cyc,t t circuit assen is referred to as the cathedral of motorcycling,BLEU = 4.41 37.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12),0.5441609025001526,0.1293103448275862,2.8712403774261475
593,593,common_voice_es_19607924.mp3,el caso continúa en investigación,case continues an investigation,the case is still under investigation,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.8475055694580078,0.17241379310344826,4.721703052520752
594,594,common_voice_es_19308133.mp3,profesor en la universidad de extremadura,professor at exeter university,extremadura university professor,BLEU = 19.00 50.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3),0.7128917574882507,0.32258064516129037,3.5388340950012207
595,595,common_voice_es_20093270.mp3,la portada fue revelada a los pocos días,the door was revealed a few days later,the front page was disclosed shorty after,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7),0.5861053466796875,0.2112676056338028,3.7704012393951416
596,596,common_voice_es_19657974.mp3,herbert era muy popular en la corte francesa y mostró una considerable habilidad diplomática,herbert was very popular in the french court and showed considerable diplomatic ability,herbert was very popular in the french court and showed considerable diplomatic skills,BLEU = 91.22 92.3/91.7/90.9/90.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13),0.9660502672195435,0.9228098290598291,5.0082526206970215
597,597,common_voice_es_18588319.mp3,¡ es ella la salambó de los palacios de tequil,its from the salamander of ticco palace,thats her the salambo of the palaces of tequil,BLEU = 5.87 28.6/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.5815446972846985,0.17045454545454547,3.2306885719299316
598,598,common_voice_es_19646281.mp3,se estrenó en los cines japoneses por la distribuidora warner bros,is used in japanese signs by one of the brass distributor,it was premiered in japanese cinemas by warner bros distribution company,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.4730231463909149,0.23232323232323232,3.2191238403320312
599,599,common_voice_es_19314487.mp3,cráteres más pequeños se encuentran a lo largo del borde en el noreste,most small craters are located on the edge of the border in the north,smaller craters are located along the rim in the northeast part,BLEU = 13.91 42.9/23.1/8.3/4.5 (BP = 1.000 ratio = 1.273 hyp_len = 14 ref_len = 11),0.7989118695259094,0.5950875925591476,4.45277214050293
600,600,common_voice_es_19713631.mp3,finalmente se instaló en madrid en el barrio residencial de puerta de hierro,finally they installed madrid in the residential neighborhood of presidio,he finally settled in madrid in the residential neighborhood of puerta de hierro,BLEU = 39.80 70.0/55.6/50.0/42.9 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13),0.6870532035827637,0.5447533344046279,3.6586146354675293
601,601,common_voice_es_19717591.mp3,por razones políticas ni irlanda ni francia adoptaron oficialmente la referencia horaria de greenwich,for political reasons nelson and france adopted officially the greenwich refuge,both ireland and france havent formally implemented the greenwich time zone reference due to political circumstances,BLEU = 7.11 45.5/20.0/5.6/3.1 (BP = 0.635 ratio = 0.688 hyp_len = 11 ref_len = 16),0.5508560538291931,0.28774193548387095,3.938520908355713
602,602,common_voice_es_19426469.mp3,las dos familias se distinguen fácilmente por la venación de sus alas,two families are mainly distinguished by the veneration of their souls,both families are easily distinguished by the venation of its wings,BLEU = 18.36 54.5/30.0/11.1/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.5721196532249451,0.5113636363636364,3.644266366958618
603,603,common_voice_es_19628401.mp3,fue la primera mujer en ocupar este puesto en la capital malagueña,she was the first woman to occupy this position in the malaguena capital,she was the first woman in malaga capital city to take up that position,BLEU = 31.02 69.2/33.3/27.3/20.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.920666515827179,0.4951594280131451,4.362853527069092
604,604,common_voice_es_19670205.mp3,norman se convierte en su madre estando ebrio y durante la resaca,ormond was converted in his mother and was born in april and during the rest,norman becomes his mother while he is drunk and during the hangover,BLEU = 12.30 33.3/21.4/7.7/4.2 (BP = 1.000 ratio = 1.250 hyp_len = 15 ref_len = 12),0.47892698645591736,0.3934959349593496,2.9876012802124023
605,605,common_voice_es_19151703.mp3,la música original de la película fue escrita por howard shore,the original music of the movie was written by howitzer,the original sound track of the movie was written by howard shore,BLEU = 47.60 80.0/66.7/50.0/42.9 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.9095845818519592,0.6726694915254237,3.9848825931549072
606,606,common_voice_es_19658928.mp3,se confunde a veces con la diosa vaca bat,is confusd as well as with the dialogue of acrobat,sometimes mistaken for bat the cow goddess,BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7),0.4608810245990753,0.0684931506849315,2.9143447875976562
607,607,common_voice_es_18339773.mp3,manos del mar que se agarraban a la barca ,man of the sea which was sung to the bar,sea hands that hold on to the ship,BLEU = 9.29 30.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8),0.4449116885662079,0.3116531165311653,3.043642997741699
608,608,common_voice_es_18960774.mp3,hace frío en el tren y la megafonía se siente muy mal,has a cold in the train and the megaphone is very small,its cold on the train and the megaphone is very bad,BLEU = 53.32 66.7/54.5/50.0/44.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),0.7561752200126648,0.7150900900900901,3.6071155071258545
609,609,common_voice_es_18630676.mp3,qué fresca más agradable,is more endurable than fresh,what a nice coolness,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4),0.4276287257671356,0.0,3.2096879482269287
610,610,common_voice_es_19758797.mp3,sus colores son el verde y el rojo tal cual como su nombre dice,their colours are the red and the red as their names are,its colors are green and red just like the name says,BLEU = 4.79 33.3/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),0.7272486090660095,0.2702702702702703,3.929438352584839
611,611,common_voice_es_19700193.mp3,es pues parte de la cuenca hidrográfica del dvina septentrional,it is then part of the hieroglyphic quanco delvinus subternus,it is part of the dvina septentrional river basin,BLEU = 19.64 50.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9),0.447883278131485,0.5318681318681319,3.5472843647003174
612,612,common_voice_es_19551851.mp3,prestaba especial atención a las manos,with special attention to the hands,he she paid special attention to hands,BLEU = 27.48 66.7/40.0/25.0/16.7 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7),0.8291766047477722,0.5434782608695652,4.253953456878662
613,613,common_voice_es_20027130.mp3,convertido al cristianismo fue martirizado por su fe,averted to christianism he was martyrized by his faith,converted to christianity he was tormented because of his faith,BLEU = 12.76 55.6/25.0/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10),0.7296975255012512,0.5948372615039282,4.303004741668701
614,614,common_voice_es_19668918.mp3,estudió comunicación audiovisual en la universidad de puerto rico en arecibo,the study of visual communication at porto rico university in rysburg,he studied audiovisual communication at the university of puerto rico in arecibo,BLEU = 9.36 63.6/10.0/5.6/3.1 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12),0.73671555519104,0.44708508403361347,3.739950656890869
615,615,common_voice_es_19601704.mp3,eso permitió un aumento de la población considerable,this had a considerable increase in population,a considerable increase in population happened as a result of this,BLEU = 36.34 85.7/66.7/60.0/50.0 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11),0.9076483845710754,0.5306603773584906,4.505098819732666
616,616,common_voice_es_19664278.mp3,un ejemplo de químicos muy necesitados eran los tintes para sensibilizar películas fotográficas,the chemicals most needed were the tints to feel photographic films,tints for sensitizing photographic film are an example of widely used chemicals,BLEU = 4.50 27.3/5.0/2.8/1.6 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12),0.6690748929977417,0.2652310924369748,4.116220951080322
617,617,common_voice_es_19623285.mp3,la nueva tecnología combina velocidad y calidad de impresión y consecuentemente motiva la lectura,in the technology combines velocity and impression velocity and consequently motivates the lecture,the new technology combines print speed and quality and as a consequence motives reading,BLEU = 7.19 38.5/8.3/4.5/2.5 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.6768750548362732,0.45413669064748197,3.8995585441589355
618,618,common_voice_es_19771492.mp3,esta actividad demostró no ser rentable y se suspendió al final de la temporada,his activities showed no rental and was suspended at the end of the season,this activity proved not to be profitable so it was suspended at the end of the season,BLEU = 41.51 57.1/53.8/50.0/45.5 (BP = 0.807 ratio = 0.824 hyp_len = 14 ref_len = 17),0.629384458065033,0.5964071856287425,4.0986809730529785
619,619,common_voice_es_19652910.mp3,ha habido muchos anarquistas judíos,there have been many jewish anarchists,there has been many jewish anarchists,BLEU = 53.73 83.3/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),0.9807575941085815,0.8066666666666668,4.646648406982422
620,620,common_voice_es_19609150.mp3,casas levantadas con las características principales del somontano aunque no siguen un carácter unitario,van helsing with the main characteristics of samaritan or the knotty unitary character,these houses have been built with the main somantano characteristics even though they do not follow a single nature,BLEU = 7.79 30.8/16.7/9.1/5.0 (BP = 0.630 ratio = 0.684 hyp_len = 13 ref_len = 19),0.50420743227005,0.10869565217391304,3.047579526901245
621,621,common_voice_es_19132156.mp3,entre sus formadores destacaron los artistas españoles alejandro sánchez felipe y cristóbal ruiz,ireneuss former actors the spanish artists olympius and crispinus were noted,among their trainers the spanish artists alejandro sanchez felipe and cristobal ruiz stood out,BLEU = 11.41 36.4/20.0/11.1/6.2 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14),0.5072831511497498,0.2737226277372263,2.9949443340301514
622,622,common_voice_es_19711217.mp3,obtuvo su doctorado por la universidad de bonn,he obtained his daughter for the university of bonn,graduated with a p h d from the university of bonn,BLEU = 23.90 44.4/37.5/28.6/16.7 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11),0.5291196703910828,0.3674768518518518,4.123520374298096
623,623,common_voice_es_19695434.mp3,el telescopio es de hecho más antiguo que el edificio,the telescope has been more ancient than the building,the telescope is in fact older than the building,BLEU = 22.32 55.6/37.5/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.9157450795173645,0.5377777777777778,4.288459300994873
624,624,common_voice_es_19725187.mp3,los vestuarios no son remodelados,the vestments are not remarkable,dressing rooms are not remodeled,BLEU = 21.36 40.0/25.0/16.7/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),0.6137081980705261,0.37500000000000006,3.4861197471618652
625,625,common_voice_es_19599051.mp3,el ferry es un icono en la cultura puertorriqueña,how far is economy in porcelain,the ferry is an icon in the puerto rican culture,BLEU = 4.96 33.3/10.0/6.2/4.2 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10),0.3361869752407074,0.10416666666666666,2.7715723514556885
